onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
446.0	59.0	epochs	1.0	0.04	0.0	0.2
536.0	60.0	epochs	1.0	0.04	90.0	0.6
626.0	60.0	epochs	1.0	0.04	135.0	0.6
716.0	60.0	epochs	1.0	0.04	0.0	0.05
807.0	59.0	epochs	1.0	0.04	135.0	0.1
897.0	60.0	epochs	1.0	0.04	225.0	0.8
987.0	60.0	epochs	1.0	0.04	0.0	0.4
1078.0	59.0	epochs	1.0	0.04	180.0	0.2
1168.0	60.0	epochs	1.0	0.04	225.0	0.4
1258.0	60.0	epochs	1.0	0.04	315.0	0.8
1349.0	59.0	epochs	1.0	0.04	90.0	0.05
1439.0	60.0	epochs	1.0	0.04	315.0	0.8
1529.0	60.0	epochs	1.0	0.04	315.0	0.6
1620.0	59.0	epochs	1.0	0.04	270.0	0.8
1710.0	60.0	epochs	1.0	0.04	45.0	0.1
1800.0	60.0	epochs	1.0	0.04	180.0	0.05
1890.0	60.0	epochs	1.0	0.04	180.0	0.05
1981.0	59.0	epochs	1.0	0.04	225.0	0.4
2071.0	60.0	epochs	1.0	0.04	45.0	0.1
2161.0	60.0	epochs	1.0	0.04	45.0	0.8
2252.0	59.0	epochs	1.0	0.04	225.0	0.1
2342.0	60.0	epochs	1.0	0.04	270.0	0.8
2432.0	60.0	epochs	1.0	0.04	225.0	0.2
2523.0	59.0	epochs	1.0	0.04	225.0	0.8
2613.0	60.0	epochs				
2703.0	60.0	epochs	1.0	0.04	180.0	0.05
2794.0	59.0	epochs	1.0	0.04	225.0	0.2
2884.0	60.0	epochs	1.0	0.04	0.0	0.05
2974.0	60.0	epochs	1.0	0.04	45.0	0.6
3064.0	60.0	epochs	1.0	0.04	135.0	0.8
3155.0	59.0	epochs	1.0	0.04	225.0	0.1
3245.0	60.0	epochs	1.0	0.04	270.0	0.1
3335.0	60.0	epochs	1.0	0.04	0.0	0.4
3426.0	59.0	epochs	1.0	0.04	135.0	0.2
3516.0	60.0	epochs	1.0	0.04	135.0	0.05
3606.0	60.0	epochs	1.0	0.04	90.0	0.05
3697.0	59.0	epochs	1.0	0.04	270.0	0.8
3787.0	60.0	epochs	1.0	0.04	0.0	0.1
3877.0	60.0	epochs	1.0	0.04	90.0	0.6
3968.0	59.0	epochs	1.0	0.04	315.0	0.05
4058.0	60.0	epochs	1.0	0.04	180.0	0.05
4148.0	60.0	epochs	1.0	0.04	0.0	0.6
4238.0	60.0	epochs	1.0	0.04	135.0	0.1
4329.0	59.0	epochs	1.0	0.04	315.0	0.6
4419.0	60.0	epochs	1.0	0.04	270.0	0.1
4509.0	60.0	epochs	1.0	0.04	270.0	0.2
4600.0	59.0	epochs	1.0	0.04	315.0	0.05
4690.0	60.0	epochs	1.0	0.04	135.0	0.6
