onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
205.0	60.0	epochs	1.0	0.04	270.0	0.8
295.0	60.0	epochs	1.0	0.04	90.0	0.8
386.0	59.0	epochs	1.0	0.04	45.0	0.1
476.0	60.0	epochs				
566.0	60.0	epochs	1.0	0.04	135.0	0.1
657.0	59.0	epochs	1.0	0.04	45.0	0.2
747.0	60.0	epochs	1.0	0.04	315.0	0.6
837.0	60.0	epochs	1.0	0.04	0.0	0.05
928.0	59.0	epochs	1.0	0.04	180.0	0.6
1018.0	60.0	epochs	1.0	0.04	315.0	0.4
1108.0	60.0	epochs	1.0	0.04	270.0	0.6
1199.0	59.0	epochs	1.0	0.04	90.0	0.05
1289.0	60.0	epochs	1.0	0.04	45.0	0.6
1379.0	60.0	epochs	1.0	0.04	225.0	0.1
1469.0	60.0	epochs	1.0	0.04	135.0	0.4
1560.0	59.0	epochs	1.0	0.04	90.0	0.05
1650.0	60.0	epochs	1.0	0.04	225.0	0.05
1740.0	60.0	epochs	1.0	0.04	0.0	0.05
1831.0	59.0	epochs	1.0	0.04	180.0	0.8
1921.0	60.0	epochs	1.0	0.04	0.0	0.6
2011.0	60.0	epochs	1.0	0.04	225.0	0.1
2102.0	59.0	epochs	1.0	0.04	315.0	0.4
2192.0	60.0	epochs	1.0	0.04	135.0	0.4
2282.0	60.0	epochs	1.0	0.04	270.0	0.2
2373.0	59.0	epochs	1.0	0.04	270.0	0.05
2463.0	60.0	epochs	1.0	0.04	315.0	0.4
2553.0	60.0	epochs	1.0	0.04	225.0	0.4
2644.0	59.0	epochs	1.0	0.04	135.0	0.2
2734.0	60.0	epochs	1.0	0.04	270.0	0.1
2824.0	60.0	epochs	1.0	0.04	135.0	0.4
2914.0	60.0	epochs	1.0	0.04	90.0	0.2
3005.0	59.0	epochs	1.0	0.04	225.0	0.8
3095.0	60.0	epochs	1.0	0.04	180.0	0.8
3185.0	60.0	epochs	1.0	0.04	0.0	0.8
3276.0	59.0	epochs	1.0	0.04	135.0	0.8
3366.0	60.0	epochs	1.0	0.04	135.0	0.05
3456.0	60.0	epochs	1.0	0.04	0.0	0.1
3547.0	59.0	epochs	1.0	0.04	270.0	0.05
3637.0	60.0	epochs	1.0	0.04	315.0	0.8
3727.0	60.0	epochs	1.0	0.04	0.0	0.6
3818.0	59.0	epochs	1.0	0.04	180.0	0.4
3908.0	60.0	epochs	1.0	0.04	180.0	0.2
3998.0	60.0	epochs	1.0	0.04	180.0	0.1
4089.0	59.0	epochs	1.0	0.04	135.0	0.8
4179.0	60.0	epochs	1.0	0.04	225.0	0.6
4269.0	60.0	epochs	1.0	0.04	90.0	0.8
4359.0	60.0	epochs	1.0	0.04	315.0	0.2
4450.0	60.0	epochs	1.0	0.04	225.0	0.8
4540.0	60.0	epochs	1.0	0.04	0.0	0.2
4630.0	60.0	epochs	1.0	0.04	225.0	0.1
4721.0	59.0	epochs	1.0	0.04	315.0	0.8
4811.0	60.0	epochs	1.0	0.04	90.0	0.6
4901.0	60.0	epochs	1.0	0.04	45.0	0.6
