onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
194.0	59.0	epochs	1.0	0.04	270.0	0.6
284.0	60.0	epochs	1.0	0.04	0.0	0.6
375.0	59.0	epochs	1.0	0.04	315.0	0.6
465.0	60.0	epochs	1.0	0.04	315.0	0.05
556.0	59.0	epochs	1.0	0.04	180.0	0.05
646.0	60.0	epochs	1.0	0.04	315.0	0.6
737.0	59.0	epochs	1.0	0.04	225.0	0.6
827.0	60.0	epochs	1.0	0.04	315.0	0.05
918.0	60.0	epochs	1.0	0.04	270.0	0.4
1008.0	60.0	epochs	1.0	0.04	90.0	0.2
1099.0	60.0	epochs	1.0	0.04	0.0	0.4
1189.0	60.0	epochs	1.0	0.04	45.0	0.2
1280.0	60.0	epochs	1.0	0.04	180.0	0.2
1370.0	60.0	epochs	1.0	0.04	180.0	0.4
1461.0	60.0	epochs	1.0	0.04	270.0	0.1
1551.0	60.0	epochs	1.0	0.04	45.0	0.1
1642.0	60.0	epochs	1.0	0.04	270.0	0.4
1732.0	60.0	epochs	1.0	0.04	135.0	0.2
1823.0	60.0	epochs	1.0	0.04	135.0	0.4
1913.0	60.0	epochs	1.0	0.04	0.0	0.6
2004.0	60.0	epochs	1.0	0.04	315.0	0.4
2094.0	60.0	epochs	1.0	0.04	225.0	0.6
2185.0	60.0	epochs	1.0	0.04	315.0	0.2
2275.0	60.0	epochs	1.0	0.04	0.0	0.6
2366.0	60.0	epochs	1.0	0.04	0.0	0.05
2456.0	60.0	epochs	1.0	0.04	135.0	0.6
2547.0	60.0	epochs	1.0	0.04	90.0	0.05
2637.0	60.0	epochs	1.0	0.04	225.0	0.2
2728.0	60.0	epochs	1.0	0.04	45.0	0.4
2818.0	60.0	epochs	1.0	0.04	90.0	0.6
2909.0	60.0	epochs	1.0	0.04	135.0	0.4
3000.0	59.0	epochs	1.0	0.04	135.0	0.8
3090.0	60.0	epochs	1.0	0.04	315.0	0.1
3181.0	59.0	epochs	1.0	0.04	270.0	0.8
3271.0	60.0	epochs	1.0	0.04	225.0	0.2
3362.0	59.0	epochs	1.0	0.04	225.0	0.8
3452.0	60.0	epochs				
3543.0	59.0	epochs	1.0	0.04	0.0	0.1
3633.0	60.0	epochs	1.0	0.04	225.0	0.6
3724.0	59.0	epochs	1.0	0.04	315.0	0.1
3814.0	60.0	epochs	1.0	0.04	225.0	0.1
3905.0	59.0	epochs	1.0	0.04	0.0	0.6
3995.0	60.0	epochs	1.0	0.04	180.0	0.6
4086.0	60.0	epochs	1.0	0.04	135.0	0.1
4176.0	60.0	epochs	1.0	0.04	90.0	0.05
4267.0	62.0	epochs	1.0	0.04	90.0	0.2
4359.0	60.0	epochs	1.0	0.04	0.0	0.05
4450.0	60.0	epochs	1.0	0.04	90.0	0.6
4540.0	60.0	epochs	1.0	0.04	135.0	0.4
4631.0	60.0	epochs	1.0	0.04	90.0	0.05
4721.0	60.0	epochs	1.0	0.04	315.0	0.1
4812.0	60.0	epochs	1.0	0.04	90.0	0.1
4902.0	60.0	epochs	1.0	0.04	45.0	0.6
4993.0	60.0	epochs	1.0	0.04	270.0	0.6
5083.0	60.0	epochs	1.0	0.04	225.0	0.8
5174.0	60.0	epochs	1.0	0.04	270.0	0.1
5264.0	60.0	epochs				
