onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
436.0	60.0	epochs	1.0	0.04	135.0	0.8
527.0	60.0	epochs	1.0	0.04	90.0	0.2
617.0	60.0	epochs	1.0	0.04	225.0	0.4
708.0	60.0	epochs	1.0	0.04	180.0	0.4
798.0	60.0	epochs	1.0	0.04	45.0	0.8
889.0	60.0	epochs	1.0	0.04	135.0	0.6
979.0	60.0	epochs	1.0	0.04	135.0	0.6
1070.0	60.0	epochs	1.0	0.04	90.0	0.2
1160.0	60.0	epochs	1.0	0.04	180.0	0.6
1251.0	60.0	epochs	1.0	0.04	180.0	0.05
1341.0	60.0	epochs	1.0	0.04	225.0	0.2
1432.0	60.0	epochs	1.0	0.04	0.0	0.05
1523.0	59.0	epochs	1.0	0.04	225.0	0.4
1613.0	60.0	epochs	1.0	0.04	45.0	0.1
1704.0	59.0	epochs	1.0	0.04	225.0	0.4
1794.0	60.0	epochs	1.0	0.04	45.0	0.6
1885.0	59.0	epochs	1.0	0.04	90.0	0.6
1975.0	60.0	epochs	1.0	0.04	315.0	0.2
2066.0	59.0	epochs	1.0	0.04	90.0	0.6
2156.0	60.0	epochs	1.0	0.04	225.0	0.05
2247.0	60.0	epochs	1.0	0.04	90.0	0.1
2337.0	60.0	epochs	1.0	0.04	135.0	0.1
2428.0	60.0	epochs	1.0	0.04	180.0	0.2
2518.0	60.0	epochs	1.0	0.04	225.0	0.8
2609.0	60.0	epochs	1.0	0.04	45.0	0.05
2699.0	60.0	epochs	1.0	0.04	225.0	0.2
2790.0	60.0	epochs	1.0	0.04	270.0	0.4
2880.0	60.0	epochs	1.0	0.04	45.0	0.05
2971.0	60.0	epochs	1.0	0.04	135.0	0.1
3061.0	60.0	epochs	1.0	0.04	225.0	0.6
3152.0	60.0	epochs	1.0	0.04	135.0	0.2
3242.0	60.0	epochs	1.0	0.04	90.0	0.2
3333.0	60.0	epochs	1.0	0.04	270.0	0.1
3423.0	60.0	epochs	1.0	0.04	225.0	0.6
3514.0	60.0	epochs	1.0	0.04	180.0	0.4
3604.0	60.0	epochs	1.0	0.04	315.0	0.4
3695.0	60.0	epochs	1.0	0.04	90.0	0.2
3785.0	60.0	epochs	1.0	0.04	180.0	0.8
3876.0	60.0	epochs	1.0	0.04	180.0	0.4
3967.0	59.0	epochs	1.0	0.04	135.0	0.2
4057.0	60.0	epochs	1.0	0.04	270.0	0.05
4148.0	59.0	epochs	1.0	0.04	0.0	0.4
4238.0	60.0	epochs	1.0	0.04	180.0	0.4
4329.0	59.0	epochs	1.0	0.04	270.0	0.2
4419.0	60.0	epochs	1.0	0.04	270.0	0.6
4510.0	59.0	epochs	1.0	0.04	0.0	0.4
4600.0	60.0	epochs	1.0	0.04	270.0	0.2
4691.0	60.0	epochs	1.0	0.04	0.0	0.8
4781.0	60.0	epochs	1.0	0.04	90.0	0.6
4872.0	60.0	epochs				
4962.0	60.0	epochs	1.0	0.04	135.0	0.1
5053.0	60.0	epochs	1.0	0.04	315.0	0.4
5143.0	60.0	epochs	1.0	0.04	90.0	0.05
5234.0	60.0	epochs	1.0	0.04	90.0	0.05
5324.0	60.0	epochs	1.0	0.04	0.0	0.4
5415.0	60.0	epochs	1.0	0.04	315.0	0.4
5505.0	60.0	epochs	1.0	0.04	135.0	0.8
5596.0	60.0	epochs	1.0	0.04	90.0	0.4
5686.0	60.0	epochs	1.0	0.04	90.0	0.8
5777.0	60.0	epochs	1.0	0.04	90.0	0.6
5867.0	60.0	epochs	1.0	0.04	0.0	0.1
5958.0	60.0	epochs	1.0	0.04	270.0	0.2
6048.0	60.0	epochs	1.0	0.04	45.0	0.05
6139.0	60.0	epochs	1.0	0.04	0.0	0.4
6229.0	60.0	epochs	1.0	0.04	0.0	0.05
6320.0	60.0	epochs	1.0	0.04	0.0	0.4
6411.0	76.0	epochs	1.0	0.04	225.0	0.8
6518.0	60.0	epochs	1.0	0.04	225.0	0.6
6609.0	59.0	epochs	1.0	0.04	0.0	0.2
6699.0	60.0	epochs	1.0	0.04	45.0	0.4
6790.0	60.0	epochs	1.0	0.04	180.0	0.8
6880.0	60.0	epochs	1.0	0.04	315.0	0.4
6971.0	60.0	epochs	1.0	0.04	225.0	0.05
7061.0	60.0	epochs	1.0	0.04	180.0	0.1
7152.0	60.0	epochs	1.0	0.04	225.0	0.1
7242.0	60.0	epochs	1.0	0.04	180.0	0.4
7333.0	60.0	epochs	1.0	0.04	270.0	0.6
7423.0	60.0	epochs	1.0	0.04	0.0	0.05
7514.0	60.0	epochs	1.0	0.04	180.0	0.6
7604.0	60.0	epochs	1.0	0.04	90.0	0.2
7695.0	60.0	epochs	1.0	0.04	315.0	0.05
7785.0	60.0	epochs	1.0	0.04	0.0	0.05
7876.0	60.0	epochs	1.0	0.04	180.0	0.2
7966.0	60.0	epochs	1.0	0.04	90.0	0.8
8057.0	60.0	epochs	1.0	0.04	225.0	0.2
8147.0	60.0	epochs	1.0	0.04	270.0	0.4
8238.0	60.0	epochs	1.0	0.04	180.0	0.05
8329.0	59.0	epochs	1.0	0.04	315.0	0.1
8419.0	60.0	epochs	1.0	0.04	270.0	0.6
8510.0	59.0	epochs	1.0	0.04	270.0	0.2
8600.0	60.0	epochs	1.0	0.04	315.0	0.1
8691.0	59.0	epochs	1.0	0.04	135.0	0.8
8781.0	60.0	epochs	1.0	0.04	0.0	0.8
8872.0	59.0	epochs	1.0	0.04	90.0	0.6
8962.0	60.0	epochs	1.0	0.04	90.0	0.05
9053.0	59.0	epochs	1.0	0.04	270.0	0.2
9143.0	60.0	epochs	1.0	0.04	135.0	0.6
9234.0	60.0	epochs	1.0	0.04	180.0	0.4
9324.0	60.0	epochs	1.0	0.04	315.0	0.4
9415.0	60.0	epochs	1.0	0.04	315.0	0.8
9505.0	60.0	epochs	1.0	0.04	0.0	0.8
9596.0	60.0	epochs	1.0	0.04	180.0	0.05
9686.0	60.0	epochs	1.0	0.04	45.0	0.1
9777.0	60.0	epochs	1.0	0.04	135.0	0.1
9867.0	60.0	epochs	1.0	0.04	0.0	0.2
9958.0	60.0	epochs	1.0	0.04	225.0	0.6
10048.0	60.0	epochs	1.0	0.04	0.0	0.4
10139.0	60.0	epochs	1.0	0.04	180.0	0.4
10229.0	60.0	epochs	1.0	0.04	180.0	0.05
10320.0	60.0	epochs	1.0	0.04	45.0	0.6
10410.0	60.0	epochs	1.0	0.04	135.0	0.1
10501.0	60.0	epochs	1.0	0.04	45.0	0.8
10591.0	60.0	epochs	1.0	0.04	0.0	0.05
10682.0	60.0	epochs	1.0	0.04	270.0	0.4
10772.0	60.0	epochs	1.0	0.04	135.0	0.05
10863.0	60.0	epochs	1.0	0.04	270.0	0.1
10954.0	59.0	epochs	1.0	0.04	45.0	0.2
11044.0	60.0	epochs	1.0	0.04	180.0	0.05
11135.0	59.0	epochs	1.0	0.04	0.0	0.6
11225.0	60.0	epochs	1.0	0.04	315.0	0.05
11316.0	59.0	epochs	1.0	0.04	0.0	0.05
11406.0	60.0	epochs	1.0	0.04	270.0	0.1
11497.0	59.0	epochs	1.0	0.04	90.0	0.4
11587.0	60.0	epochs	1.0	0.04	270.0	0.8
11678.0	60.0	epochs	1.0	0.04	180.0	0.8
11768.0	60.0	epochs	1.0	0.04	315.0	0.6
11859.0	60.0	epochs	1.0	0.04	225.0	0.4
11949.0	60.0	epochs				
12040.0	60.0	epochs	1.0	0.04	315.0	0.05
12130.0	60.0	epochs	1.0	0.04	180.0	0.6
12221.0	60.0	epochs	1.0	0.04	90.0	0.05
12311.0	60.0	epochs	1.0	0.04	270.0	0.4
12402.0	60.0	epochs	1.0	0.04	225.0	0.05
12492.0	60.0	epochs	1.0	0.04	90.0	0.05
12583.0	60.0	epochs	1.0	0.04	135.0	0.8
12673.0	60.0	epochs	1.0	0.04	225.0	0.6
12764.0	60.0	epochs	1.0	0.04	90.0	0.2
12854.0	60.0	epochs	1.0	0.04	315.0	0.4
12945.0	60.0	epochs	1.0	0.04	0.0	0.6
13035.0	60.0	epochs	1.0	0.04	90.0	0.4
13126.0	60.0	epochs	1.0	0.04	270.0	0.4
13216.0	60.0	epochs	1.0	0.04	225.0	0.05
13307.0	60.0	epochs	1.0	0.04	225.0	0.05
13398.0	59.0	epochs	1.0	0.04	270.0	0.2
13488.0	60.0	epochs	1.0	0.04	315.0	0.1
13579.0	59.0	epochs	1.0	0.04	135.0	0.2
13669.0	60.0	epochs	1.0	0.04	90.0	0.6
13760.0	59.0	epochs	1.0	0.04	0.0	0.05
13850.0	60.0	epochs	1.0	0.04	45.0	0.4
13941.0	59.0	epochs	1.0	0.04	45.0	0.8
14031.0	60.0	epochs	1.0	0.04	45.0	0.6
14122.0	59.0	epochs	1.0	0.04	135.0	0.05
14212.0	60.0	epochs	1.0	0.04	270.0	0.2
14303.0	60.0	epochs	1.0	0.04	315.0	0.2
14393.0	60.0	epochs	1.0	0.04	180.0	0.8
14484.0	60.0	epochs	1.0	0.04	90.0	0.1
14574.0	60.0	epochs	1.0	0.04	0.0	0.6
14665.0	60.0	epochs	1.0	0.04	90.0	0.4
14755.0	60.0	epochs	1.0	0.04	180.0	0.8
14846.0	60.0	epochs	1.0	0.04	315.0	0.4
14936.0	60.0	epochs	1.0	0.04	270.0	0.05
15027.0	60.0	epochs	1.0	0.04	45.0	0.2
15117.0	60.0	epochs	1.0	0.04	90.0	0.2
15208.0	60.0	epochs	1.0	0.04	0.0	0.1
15298.0	60.0	epochs	1.0	0.04	225.0	0.8
15389.0	60.0	epochs	1.0	0.04	0.0	0.8
15479.0	60.0	epochs	1.0	0.04	270.0	0.8
15570.0	60.0	epochs	1.0	0.04	0.0	0.4
15660.0	60.0	epochs	1.0	0.04	135.0	0.6
15751.0	60.0	epochs	1.0	0.04	225.0	0.8
15841.0	60.0	epochs	1.0	0.04	45.0	0.05
15932.0	60.0	epochs	1.0	0.04	135.0	0.8
16023.0	59.0	epochs	1.0	0.04	90.0	0.4
16113.0	60.0	epochs	1.0	0.04	270.0	0.05
16204.0	59.0	epochs	1.0	0.04	45.0	0.05
16294.0	60.0	epochs	1.0	0.04	270.0	0.1
16385.0	59.0	epochs	1.0	0.04	135.0	0.4
16475.0	60.0	epochs	1.0	0.04	0.0	0.05
16566.0	59.0	epochs	1.0	0.04	270.0	0.1
16656.0	60.0	epochs	1.0	0.04	0.0	0.8
16747.0	60.0	epochs	1.0	0.04	90.0	0.05
16837.0	60.0	epochs	1.0	0.04	180.0	0.4
16928.0	60.0	epochs	1.0	0.04	0.0	0.1
17018.0	60.0	epochs	1.0	0.04	45.0	0.05
17109.0	60.0	epochs	1.0	0.04	270.0	0.1
17199.0	60.0	epochs	1.0	0.04	135.0	0.6
17290.0	60.0	epochs	1.0	0.04	180.0	0.8
17380.0	60.0	epochs	1.0	0.04	45.0	0.05
17471.0	60.0	epochs	1.0	0.04	0.0	0.2
17561.0	60.0	epochs	1.0	0.04	45.0	0.1
17652.0	60.0	epochs	1.0	0.04	90.0	0.6
17742.0	60.0	epochs	1.0	0.04	135.0	0.6
17833.0	60.0	epochs	1.0	0.04	225.0	0.8
17923.0	60.0	epochs	1.0	0.04	90.0	0.2
18014.0	60.0	epochs	1.0	0.04	0.0	0.1
18104.0	60.0	epochs	1.0	0.04	90.0	0.2
18195.0	60.0	epochs	1.0	0.04	180.0	0.4
18285.0	60.0	epochs	1.0	0.04	315.0	0.1
18376.0	60.0	epochs	1.0	0.04	0.0	0.4
18467.0	59.0	epochs	1.0	0.04	135.0	0.6
18557.0	60.0	epochs	1.0	0.04	90.0	0.05
18648.0	59.0	epochs	1.0	0.04	225.0	0.4
18738.0	60.0	epochs	1.0	0.04	90.0	0.8
18829.0	59.0	epochs	1.0	0.04	45.0	0.1
18919.0	60.0	epochs	1.0	0.04	315.0	0.2
19010.0	59.0	epochs	1.0	0.04	315.0	0.1
19100.0	60.0	epochs				
19191.0	59.0	epochs	1.0	0.04	135.0	0.2
19281.0	60.0	epochs	1.0	0.04	270.0	0.6
19372.0	60.0	epochs	1.0	0.04	90.0	0.4
19462.0	60.0	epochs	1.0	0.04	0.0	0.4
19553.0	60.0	epochs	1.0	0.04	45.0	0.4
19643.0	60.0	epochs	1.0	0.04	180.0	0.4
19734.0	60.0	epochs	1.0	0.04	90.0	0.2
19824.0	60.0	epochs	1.0	0.04	315.0	0.05
19915.0	60.0	epochs	1.0	0.04	0.0	0.05
20005.0	60.0	epochs	1.0	0.04	45.0	0.1
20096.0	60.0	epochs	1.0	0.04	270.0	0.8
20186.0	60.0	epochs	1.0	0.04	90.0	0.05
20277.0	60.0	epochs	1.0	0.04	270.0	0.8
20367.0	60.0	epochs	1.0	0.04	315.0	0.05
20458.0	60.0	epochs	1.0	0.04	90.0	0.6
20548.0	60.0	epochs	1.0	0.04	225.0	0.1
20639.0	60.0	epochs	1.0	0.04	180.0	0.1
20729.0	60.0	epochs	1.0	0.04	180.0	0.8
20820.0	60.0	epochs	1.0	0.04	315.0	0.1
20910.0	60.0	epochs	1.0	0.04	315.0	0.8
21001.0	60.0	epochs	1.0	0.04	225.0	0.6
21092.0	59.0	epochs	1.0	0.04	315.0	0.8
21182.0	60.0	epochs	1.0	0.04	135.0	0.2
21273.0	59.0	epochs	1.0	0.04	270.0	0.4
21363.0	60.0	epochs	1.0	0.04	90.0	0.1
21454.0	59.0	epochs	1.0	0.04	270.0	0.6
21544.0	60.0	epochs	1.0	0.04	270.0	0.6
21635.0	59.0	epochs	1.0	0.04	0.0	0.2
21725.0	60.0	epochs	1.0	0.04	0.0	0.6
21816.0	59.0	epochs	1.0	0.04	135.0	0.8
21906.0	60.0	epochs	1.0	0.04	90.0	0.2
21997.0	60.0	epochs	1.0	0.04	225.0	0.4
22087.0	60.0	epochs	1.0	0.04	45.0	0.4
22178.0	60.0	epochs	1.0	0.04	315.0	0.6
22268.0	60.0	epochs	1.0	0.04	45.0	0.4
22359.0	60.0	epochs	1.0	0.04	180.0	0.2
22449.0	60.0	epochs	1.0	0.04	45.0	0.8
22540.0	60.0	epochs	1.0	0.04	135.0	0.8
22630.0	60.0	epochs	1.0	0.04	225.0	0.8
22721.0	60.0	epochs	1.0	0.04	135.0	0.6
22811.0	60.0	epochs	1.0	0.04	0.0	0.05
22902.0	60.0	epochs	1.0	0.04	315.0	0.4
22992.0	60.0	epochs	1.0	0.04	135.0	0.4
23083.0	60.0	epochs	1.0	0.04	0.0	0.8
23173.0	60.0	epochs	1.0	0.04	225.0	0.8
23264.0	60.0	epochs	1.0	0.04	270.0	0.05
23354.0	60.0	epochs	1.0	0.04	45.0	0.6
23445.0	60.0	epochs	1.0	0.04	270.0	0.05
23535.0	60.0	epochs	1.0	0.04	180.0	0.8
23626.0	60.0	epochs	1.0	0.04	90.0	0.1
23717.0	59.0	epochs	1.0	0.04	315.0	0.05
23807.0	60.0	epochs	1.0	0.04	315.0	0.6
23898.0	59.0	epochs	1.0	0.04	315.0	0.05
23988.0	60.0	epochs	1.0	0.04	315.0	0.6
24079.0	59.0	epochs	1.0	0.04	180.0	0.1
24169.0	60.0	epochs	1.0	0.04	270.0	0.1
24260.0	59.0	epochs	1.0	0.04	180.0	0.1
24350.0	60.0	epochs	1.0	0.04	90.0	0.1
24441.0	59.0	epochs	1.0	0.04	135.0	0.1
24533.0	60.0	epochs	1.0	0.04	90.0	0.6
24623.0	60.0	epochs	1.0	0.04	315.0	0.1
