onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
445.0	59.0	epochs	1.0	0.04	315.0	0.1
535.0	60.0	epochs	1.0	0.04	135.0	0.05
625.0	60.0	epochs	1.0	0.04	90.0	0.6
716.0	59.0	epochs	1.0	0.04	45.0	0.2
806.0	60.0	epochs	1.0	0.04	0.0	0.6
896.0	60.0	epochs	1.0	0.04	270.0	0.4
987.0	59.0	epochs	1.0	0.04	180.0	0.6
1077.0	60.0	epochs	1.0	0.04	0.0	0.6
1167.0	60.0	epochs	1.0	0.04	180.0	0.1
1258.0	59.0	epochs	1.0	0.04	225.0	0.2
1348.0	60.0	epochs	1.0	0.04	90.0	0.05
1438.0	60.0	epochs	1.0	0.04	0.0	0.2
1529.0	59.0	epochs	1.0	0.04	315.0	0.2
1619.0	60.0	epochs	1.0	0.04	315.0	0.4
1709.0	60.0	epochs	1.0	0.04	0.0	0.6
1799.0	60.0	epochs	1.0	0.04	315.0	0.4
1890.0	59.0	epochs	1.0	0.04	45.0	0.05
1980.0	60.0	epochs	1.0	0.04	315.0	0.8
2070.0	60.0	epochs	1.0	0.04	135.0	0.2
2161.0	59.0	epochs	1.0	0.04	0.0	0.1
2251.0	60.0	epochs	1.0	0.04	45.0	0.8
2341.0	60.0	epochs	1.0	0.04	180.0	0.4
2432.0	59.0	epochs	1.0	0.04	0.0	0.4
2522.0	60.0	epochs	1.0	0.04	270.0	0.1
2612.0	60.0	epochs				
2703.0	59.0	epochs	1.0	0.04	315.0	0.6
2793.0	60.0	epochs	1.0	0.04	135.0	0.05
2883.0	60.0	epochs	1.0	0.04	0.0	0.1
2974.0	59.0	epochs	1.0	0.04	0.0	0.8
3064.0	60.0	epochs	1.0	0.04	180.0	0.6
3154.0	60.0	epochs	1.0	0.04	45.0	0.4
3245.0	59.0	epochs	1.0	0.04	270.0	0.8
3335.0	60.0	epochs	1.0	0.04	315.0	0.1
3425.0	60.0	epochs	1.0	0.04	315.0	0.2
3515.0	60.0	epochs	1.0	0.04	225.0	0.2
3606.0	60.0	epochs	1.0	0.04	225.0	0.6
3696.0	60.0	epochs	1.0	0.04	45.0	0.8
3786.0	60.0	epochs	1.0	0.04	225.0	0.4
3877.0	59.0	epochs	1.0	0.04	0.0	0.4
3967.0	60.0	epochs	1.0	0.04	270.0	0.2
4057.0	60.0	epochs	1.0	0.04	135.0	0.8
4148.0	59.0	epochs	1.0	0.04	45.0	0.1
4238.0	60.0	epochs	1.0	0.04	225.0	0.8
4328.0	60.0	epochs	1.0	0.04	45.0	0.6
4419.0	59.0	epochs	1.0	0.04	45.0	0.8
4509.0	60.0	epochs	1.0	0.04	225.0	0.8
4599.0	60.0	epochs	1.0	0.04	90.0	0.6
4690.0	59.0	epochs	1.0	0.04	90.0	0.6
4780.0	60.0	epochs	1.0	0.04	180.0	0.4
4870.0	60.0	epochs	1.0	0.04	315.0	0.6
4961.0	59.0	epochs	1.0	0.04	270.0	0.4
5051.0	60.0	epochs	1.0	0.04	225.0	0.1
5141.0	60.0	epochs	1.0	0.04	270.0	0.2
5232.0	59.0	epochs	1.0	0.04	180.0	0.4
5322.0	60.0	epochs	1.0	0.04	45.0	0.8
5412.0	60.0	epochs	1.0	0.04	0.0	0.2
5502.0	60.0	epochs				
