onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
435.0	60.0	epochs	1.0	0.04	0.0	0.05
526.0	60.0	epochs	1.0	0.04	270.0	0.1
616.0	60.0	epochs	1.0	0.04	0.0	0.2
707.0	60.0	epochs	1.0	0.04	90.0	0.2
797.0	60.0	epochs	1.0	0.04	90.0	0.4
888.0	60.0	epochs	1.0	0.04	135.0	0.1
978.0	60.0	epochs	1.0	0.04	225.0	0.6
1069.0	60.0	epochs	1.0	0.04	135.0	0.2
1160.0	59.0	epochs	1.0	0.04	45.0	0.2
1250.0	60.0	epochs	1.0	0.04	180.0	0.8
1341.0	59.0	epochs	1.0	0.04	270.0	0.05
1431.0	60.0	epochs	1.0	0.04	0.0	0.6
1522.0	60.0	epochs	1.0	0.04	180.0	0.2
1612.0	60.0	epochs	1.0	0.04	225.0	0.2
1703.0	60.0	epochs	1.0	0.04	180.0	0.05
1793.0	60.0	epochs	1.0	0.04	225.0	0.05
1884.0	60.0	epochs	1.0	0.04	135.0	0.2
1974.0	60.0	epochs	1.0	0.04	225.0	0.4
2065.0	60.0	epochs	1.0	0.04	135.0	0.6
2155.0	60.0	epochs	1.0	0.04	270.0	0.05
2246.0	60.0	epochs	1.0	0.04	270.0	0.05
2336.0	60.0	epochs	1.0	0.04	270.0	0.05
2427.0	60.0	epochs	1.0	0.04	45.0	0.8
2517.0	60.0	epochs	1.0	0.04	180.0	0.1
2608.0	60.0	epochs	1.0	0.04	0.0	0.6
2699.0	59.0	epochs	1.0	0.04	45.0	0.2
2789.0	60.0	epochs	1.0	0.04	90.0	0.05
2880.0	59.0	epochs				
2970.0	60.0	epochs	1.0	0.04	135.0	0.4
3061.0	59.0	epochs	1.0	0.04	180.0	0.05
3151.0	60.0	epochs	1.0	0.04	225.0	0.1
3242.0	60.0	epochs	1.0	0.04	135.0	0.4
3332.0	60.0	epochs	1.0	0.04	45.0	0.6
3423.0	60.0	epochs	1.0	0.04	315.0	0.6
3513.0	60.0	epochs	1.0	0.04	225.0	0.6
3604.0	60.0	epochs	1.0	0.04	90.0	0.6
3694.0	60.0	epochs	1.0	0.04	0.0	0.8
3785.0	60.0	epochs	1.0	0.04	270.0	0.8
3875.0	60.0	epochs	1.0	0.04	90.0	0.1
3966.0	60.0	epochs	1.0	0.04	45.0	0.2
4056.0	60.0	epochs	1.0	0.04	315.0	0.2
4147.0	60.0	epochs	1.0	0.04	45.0	0.05
4237.0	60.0	epochs	1.0	0.04	315.0	0.4
4328.0	60.0	epochs	1.0	0.04	0.0	0.2
4419.0	59.0	epochs	1.0	0.04	180.0	0.8
4509.0	60.0	epochs	1.0	0.04	0.0	0.05
4600.0	59.0	epochs	1.0	0.04	225.0	0.6
4690.0	60.0	epochs	1.0	0.04	0.0	0.2
4781.0	59.0	epochs	1.0	0.04	315.0	0.4
4871.0	60.0	epochs	1.0	0.04	270.0	0.4
4962.0	60.0	epochs	1.0	0.04	315.0	0.8
5052.0	60.0	epochs	1.0	0.04	180.0	0.1
5143.0	60.0	epochs	1.0	0.04	90.0	0.6
5233.0	60.0	epochs	1.0	0.04	90.0	0.05
5324.0	60.0	epochs	1.0	0.04	315.0	0.1
5414.0	60.0	epochs	1.0	0.04	90.0	0.2
5505.0	60.0	epochs	1.0	0.04	270.0	0.2
5595.0	60.0	epochs	1.0	0.04	0.0	0.4
5686.0	60.0	epochs	1.0	0.04	45.0	0.6
5776.0	60.0	epochs	1.0	0.04	135.0	0.6
5867.0	60.0	epochs	1.0	0.04	90.0	0.05
5957.0	60.0	epochs	1.0	0.04	45.0	0.6
6048.0	60.0	epochs	1.0	0.04	45.0	0.4
6139.0	59.0	epochs	1.0	0.04	45.0	0.8
6229.0	60.0	epochs	1.0	0.04	315.0	0.2
6320.0	59.0	epochs	1.0	0.04	90.0	0.05
6410.0	60.0	epochs	1.0	0.04	45.0	0.05
6501.0	60.0	epochs	1.0	0.04	270.0	0.6
6591.0	60.0	epochs	1.0	0.04	45.0	0.6
6682.0	60.0	epochs	1.0	0.04	180.0	0.2
6772.0	60.0	epochs	1.0	0.04	315.0	0.1
6863.0	60.0	epochs	1.0	0.04	0.0	0.4
6953.0	60.0	epochs	1.0	0.04	315.0	0.4
7044.0	60.0	epochs	1.0	0.04	315.0	0.05
7134.0	60.0	epochs	1.0	0.04	135.0	0.05
7225.0	60.0	epochs	1.0	0.04	0.0	0.05
7315.0	60.0	epochs	1.0	0.04	180.0	0.8
7406.0	60.0	epochs	1.0	0.04	225.0	0.8
7496.0	60.0	epochs	1.0	0.04	270.0	0.2
7587.0	60.0	epochs	1.0	0.04	315.0	0.05
7678.0	59.0	epochs	1.0	0.04	135.0	0.2
7768.0	60.0	epochs	1.0	0.04	45.0	0.8
7859.0	59.0	epochs	1.0	0.04	45.0	0.05
7949.0	60.0	epochs	1.0	0.04	90.0	0.6
8040.0	59.0	epochs	1.0	0.04	315.0	0.4
8130.0	60.0	epochs	1.0	0.04	270.0	0.4
8221.0	60.0	epochs	1.0	0.04	225.0	0.2
8311.0	60.0	epochs	1.0	0.04	0.0	0.1
8402.0	60.0	epochs	1.0	0.04	45.0	0.8
8492.0	60.0	epochs	1.0	0.04	315.0	0.8
8583.0	60.0	epochs	1.0	0.04	45.0	0.2
8673.0	60.0	epochs	1.0	0.04	225.0	0.4
8764.0	60.0	epochs	1.0	0.04	315.0	0.6
8854.0	60.0	epochs	1.0	0.04	45.0	0.2
8945.0	60.0	epochs	1.0	0.04	135.0	0.6
9035.0	60.0	epochs	1.0	0.04	180.0	0.8
9126.0	60.0	epochs	1.0	0.04	270.0	0.05
9216.0	60.0	epochs	1.0	0.04	0.0	0.6
9307.0	60.0	epochs	1.0	0.04	315.0	0.2
9398.0	59.0	epochs	1.0	0.04	225.0	0.8
9488.0	60.0	epochs				
9579.0	59.0	epochs	1.0	0.04	225.0	0.4
9669.0	60.0	epochs	1.0	0.04	270.0	0.1
9760.0	59.0	epochs	1.0	0.04	225.0	0.6
9850.0	60.0	epochs	1.0	0.04	270.0	0.1
9941.0	60.0	epochs	1.0	0.04	45.0	0.05
10031.0	60.0	epochs	1.0	0.04	180.0	0.8
10122.0	60.0	epochs	1.0	0.04	135.0	0.05
10212.0	60.0	epochs	1.0	0.04	270.0	0.1
10303.0	60.0	epochs	1.0	0.04	225.0	0.05
10393.0	60.0	epochs	1.0	0.04	0.0	0.05
10484.0	60.0	epochs	1.0	0.04	135.0	0.6
10574.0	60.0	epochs	1.0	0.04	0.0	0.4
10665.0	60.0	epochs	1.0	0.04	270.0	0.1
10755.0	60.0	epochs	1.0	0.04	225.0	0.05
10846.0	60.0	epochs	1.0	0.04	90.0	0.6
10936.0	60.0	epochs	1.0	0.04	225.0	0.4
11027.0	60.0	epochs				
11118.0	59.0	epochs	1.0	0.04	90.0	0.1
11208.0	60.0	epochs	1.0	0.04	315.0	0.4
11299.0	59.0	epochs	1.0	0.04	90.0	0.05
11389.0	60.0	epochs	1.0	0.04	270.0	0.8
11480.0	59.0	epochs	1.0	0.04	225.0	0.2
11570.0	60.0	epochs	1.0	0.04	0.0	0.4
11661.0	60.0	epochs				
11751.0	60.0	epochs	1.0	0.04	315.0	0.8
11842.0	60.0	epochs	1.0	0.04	315.0	0.6
11932.0	60.0	epochs	1.0	0.04	135.0	0.6
12023.0	60.0	epochs	1.0	0.04	315.0	0.1
12113.0	60.0	epochs	1.0	0.04	45.0	0.4
12204.0	60.0	epochs	1.0	0.04	225.0	0.4
12294.0	60.0	epochs	1.0	0.04	0.0	0.05
12385.0	60.0	epochs	1.0	0.04	90.0	0.05
12475.0	60.0	epochs	1.0	0.04	135.0	0.8
12566.0	60.0	epochs	1.0	0.04	180.0	0.8
12656.0	60.0	epochs	1.0	0.04	225.0	0.6
12747.0	60.0	epochs	1.0	0.04	225.0	0.1
12838.0	59.0	epochs	1.0	0.04	180.0	0.6
12928.0	60.0	epochs	1.0	0.04	180.0	0.8
13019.0	59.0	epochs	1.0	0.04	135.0	0.1
13109.0	60.0	epochs	1.0	0.04	90.0	0.1
13200.0	59.0	epochs	1.0	0.04	45.0	0.2
13290.0	60.0	epochs	1.0	0.04	90.0	0.2
13381.0	60.0	epochs	1.0	0.04	90.0	0.2
13471.0	60.0	epochs	1.0	0.04	0.0	0.6
13562.0	60.0	epochs	1.0	0.04	0.0	0.8
13652.0	60.0	epochs	1.0	0.04	180.0	0.1
13743.0	60.0	epochs	1.0	0.04	270.0	0.2
13833.0	60.0	epochs	1.0	0.04	225.0	0.8
13924.0	60.0	epochs	1.0	0.04	225.0	0.1
14014.0	60.0	epochs	1.0	0.04	0.0	0.6
14105.0	60.0	epochs	1.0	0.04	225.0	0.6
14195.0	60.0	epochs	1.0	0.04	180.0	0.6
14286.0	60.0	epochs	1.0	0.04	225.0	0.6
14376.0	60.0	epochs	1.0	0.04	90.0	0.4
14467.0	60.0	epochs	1.0	0.04	225.0	0.1
14558.0	59.0	epochs	1.0	0.04	270.0	0.6
14648.0	60.0	epochs	1.0	0.04	225.0	0.1
14739.0	59.0	epochs	1.0	0.04	315.0	0.8
14829.0	60.0	epochs	1.0	0.04	0.0	0.2
14920.0	59.0	epochs	1.0	0.04	270.0	0.2
15010.0	60.0	epochs	1.0	0.04	225.0	0.6
