onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
445.0	59.0	epochs	1.0	0.04	180.0	0.8
535.0	59.0	epochs	1.0	0.04	180.0	0.05
625.0	60.0	epochs	1.0	0.04	270.0	0.1
715.0	60.0	epochs	1.0	0.04	45.0	0.2
806.0	59.0	epochs	1.0	0.04	45.0	0.05
896.0	60.0	epochs	1.0	0.04	90.0	0.8
986.0	60.0	epochs	1.0	0.04	0.0	0.4
1077.0	59.0	epochs	1.0	0.04	180.0	0.2
1167.0	60.0	epochs	1.0	0.04	270.0	0.6
1257.0	60.0	epochs	1.0	0.04	270.0	0.8
1347.0	60.0	epochs	1.0	0.04	315.0	0.2
1438.0	59.0	epochs	1.0	0.04	180.0	0.2
1528.0	60.0	epochs	1.0	0.04	0.0	0.2
1618.0	60.0	epochs	1.0	0.04	270.0	0.8
1709.0	59.0	epochs	1.0	0.04	315.0	0.1
1799.0	60.0	epochs	1.0	0.04	45.0	0.2
1889.0	60.0	epochs	1.0	0.04	225.0	0.6
1980.0	59.0	epochs	1.0	0.04	315.0	0.6
2070.0	60.0	epochs	1.0	0.04	90.0	0.8
2160.0	60.0	epochs	1.0	0.04	225.0	0.05
2250.0	60.0	epochs	1.0	0.04	180.0	0.2
2341.0	59.0	epochs	1.0	0.04	180.0	0.1
2431.0	60.0	epochs	1.0	0.04	225.0	0.8
2521.0	60.0	epochs	1.0	0.04	315.0	0.2
2612.0	59.0	epochs	1.0	0.04	90.0	0.4
2702.0	60.0	epochs	1.0	0.04	315.0	0.4
2792.0	60.0	epochs	1.0	0.04	0.0	0.8
2883.0	59.0	epochs	1.0	0.04	225.0	0.8
2973.0	60.0	epochs	1.0	0.04	0.0	0.8
3063.0	60.0	epochs	1.0	0.04	90.0	0.4
3153.0	60.0	epochs	1.0	0.04	135.0	0.05
3244.0	59.0	epochs	1.0	0.04	270.0	0.1
3334.0	60.0	epochs	1.0	0.04	315.0	0.2
3424.0	60.0	epochs	1.0	0.04	225.0	0.4
3515.0	59.0	epochs	1.0	0.04	45.0	0.4
3605.0	60.0	epochs	1.0	0.04	270.0	0.1
3695.0	60.0	epochs	1.0	0.04	90.0	0.6
3786.0	59.0	epochs	1.0	0.04	135.0	0.05
3876.0	60.0	epochs	1.0	0.04	0.0	0.4
3966.0	60.0	epochs	1.0	0.04	225.0	0.05
4056.0	60.0	epochs	1.0	0.04	315.0	0.05
4147.0	59.0	epochs	1.0	0.04	315.0	0.6
4237.0	60.0	epochs	1.0	0.04	225.0	0.1
4327.0	60.0	epochs	1.0	0.04	0.0	0.8
4418.0	59.0	epochs	1.0	0.04	270.0	0.4
4508.0	60.0	epochs	1.0	0.04	180.0	0.2
4598.0	60.0	epochs	1.0	0.04	225.0	0.2
4689.0	59.0	epochs	1.0	0.04	0.0	0.05
4779.0	60.0	epochs	1.0	0.04	90.0	0.05
4869.0	60.0	epochs	1.0	0.04	225.0	0.8
4959.0	60.0	epochs	1.0	0.04	225.0	0.4
5050.0	59.0	epochs	1.0	0.04	225.0	0.8
5140.0	60.0	epochs	1.0	0.04	315.0	0.4
5230.0	60.0	epochs	1.0	0.04	90.0	0.2
5321.0	59.0	epochs	1.0	0.04	270.0	0.2
5411.0	60.0	epochs	1.0	0.04	180.0	0.4
5501.0	60.0	epochs	1.0	0.04	90.0	0.6
5592.0	59.0	epochs	1.0	0.04	180.0	0.4
5682.0	59.0	epochs	1.0	0.04	135.0	0.6
5772.0	60.0	epochs	1.0	0.04	0.0	0.4
5862.0	60.0	epochs	1.0	0.04	225.0	0.8
5953.0	59.0	epochs	1.0	0.04	0.0	0.05
6043.0	60.0	epochs	1.0	0.04	45.0	0.05
6133.0	60.0	epochs	1.0	0.04	0.0	0.6
6224.0	59.0	epochs	1.0	0.04	225.0	0.1
6314.0	60.0	epochs	1.0	0.04	270.0	0.6
6404.0	60.0	epochs	1.0	0.04	0.0	0.2
6494.0	60.0	epochs	1.0	0.04	225.0	0.1
6585.0	59.0	epochs	1.0	0.04	45.0	0.05
6675.0	60.0	epochs	1.0	0.04	0.0	0.6
6765.0	60.0	epochs	1.0	0.04	45.0	0.05
6856.0	59.0	epochs	1.0	0.04	135.0	0.1
6946.0	60.0	epochs	1.0	0.04	135.0	0.8
7036.0	60.0	epochs	1.0	0.04	0.0	0.1
7127.0	59.0	epochs	1.0	0.04	0.0	0.1
7217.0	60.0	epochs	1.0	0.04	90.0	0.05
7307.0	60.0	epochs	1.0	0.04	315.0	0.2
7397.0	60.0	epochs	1.0	0.04	135.0	0.6
7488.0	59.0	epochs	1.0	0.04	180.0	0.1
7578.0	60.0	epochs	1.0	0.04	180.0	0.05
7668.0	60.0	epochs	1.0	0.04	45.0	0.1
7759.0	59.0	epochs	1.0	0.04	0.0	0.6
7849.0	60.0	epochs	1.0	0.04	135.0	0.1
7939.0	60.0	epochs	1.0	0.04	135.0	0.4
8030.0	59.0	epochs	1.0	0.04	90.0	0.8
8120.0	60.0	epochs	1.0	0.04	135.0	0.2
8210.0	60.0	epochs	1.0	0.04	225.0	0.8
8300.0	60.0	epochs	1.0	0.04	45.0	0.1
8391.0	59.0	epochs	1.0	0.04	225.0	0.8
8481.0	60.0	epochs	1.0	0.04	0.0	0.4
8571.0	60.0	epochs	1.0	0.04	180.0	0.05
8662.0	59.0	epochs	1.0	0.04	225.0	0.4
8752.0	60.0	epochs	1.0	0.04	0.0	0.2
8842.0	60.0	epochs	1.0	0.04	90.0	0.2
8933.0	59.0	epochs	1.0	0.04	180.0	0.4
9023.0	60.0	epochs	1.0	0.04	180.0	0.4
9113.0	60.0	epochs	1.0	0.04	45.0	0.2
9203.0	60.0	epochs	1.0	0.04	0.0	0.05
9294.0	59.0	epochs	1.0	0.04	90.0	0.1
9384.0	60.0	epochs	1.0	0.04	90.0	0.6
9474.0	60.0	epochs	1.0	0.04	270.0	0.8
9565.0	59.0	epochs	1.0	0.04	45.0	0.05
9655.0	60.0	epochs	1.0	0.04	90.0	0.1
9745.0	60.0	epochs	1.0	0.04	180.0	0.2
9836.0	59.0	epochs	1.0	0.04	45.0	0.8
9926.0	60.0	epochs	1.0	0.04	0.0	0.1
10016.0	60.0	epochs	1.0	0.04	45.0	0.8
10106.0	60.0	epochs	1.0	0.04	90.0	0.2
10197.0	59.0	epochs	1.0	0.04	90.0	0.05
10287.0	60.0	epochs	1.0	0.04	270.0	0.8
10377.0	60.0	epochs	1.0	0.04	45.0	0.4
10468.0	59.0	epochs	1.0	0.04	315.0	0.6
10558.0	60.0	epochs	1.0	0.04	270.0	0.2
10648.0	60.0	epochs	1.0	0.04	135.0	0.2
10738.0	60.0	epochs	1.0	0.04	135.0	0.1
10829.0	59.0	epochs	1.0	0.04	90.0	0.2
10919.0	60.0	epochs	1.0	0.04	225.0	0.8
11009.0	60.0	epochs	1.0	0.04	135.0	0.4
11100.0	59.0	epochs	1.0	0.04	45.0	0.6
11190.0	60.0	epochs	1.0	0.04	270.0	0.6
11280.0	60.0	epochs	1.0	0.04	225.0	0.05
11371.0	59.0	epochs	1.0	0.04	315.0	0.4
11461.0	60.0	epochs	1.0	0.04	135.0	0.4
11551.0	60.0	epochs	1.0	0.04	180.0	0.05
11641.0	60.0	epochs	1.0	0.04	45.0	0.1
11732.0	59.0	epochs				
11822.0	60.0	epochs	1.0	0.04	315.0	0.6
11912.0	60.0	epochs	1.0	0.04	180.0	0.8
12003.0	59.0	epochs	1.0	0.04	0.0	0.8
12093.0	60.0	epochs	1.0	0.04	180.0	0.1
12183.0	60.0	epochs	1.0	0.04	315.0	0.1
12274.0	59.0	epochs	1.0	0.04	0.0	0.8
12364.0	60.0	epochs	1.0	0.04	45.0	0.6
12454.0	60.0	epochs	1.0	0.04	270.0	0.1
12544.0	60.0	epochs	1.0	0.04	0.0	0.1
12635.0	59.0	epochs	1.0	0.04	315.0	0.8
12725.0	60.0	epochs	1.0	0.04	135.0	0.2
12815.0	60.0	epochs	1.0	0.04	135.0	0.1
12906.0	59.0	epochs	1.0	0.04	315.0	0.4
12996.0	60.0	epochs	1.0	0.04	315.0	0.6
13086.0	60.0	epochs	1.0	0.04	135.0	0.05
13177.0	59.0	epochs	1.0	0.04	135.0	0.2
13267.0	60.0	epochs	1.0	0.04	225.0	0.8
13357.0	60.0	epochs	1.0	0.04	45.0	0.8
13447.0	60.0	epochs	1.0	0.04	225.0	0.1
13538.0	59.0	epochs	1.0	0.04	270.0	0.2
13628.0	60.0	epochs	1.0	0.04	90.0	0.1
13718.0	60.0	epochs	1.0	0.04	45.0	0.8
13809.0	59.0	epochs	1.0	0.04	90.0	0.2
13899.0	60.0	epochs	1.0	0.04	45.0	0.1
13989.0	60.0	epochs	1.0	0.04	135.0	0.6
14080.0	59.0	epochs	1.0	0.04	315.0	0.2
14170.0	60.0	epochs	1.0	0.04	270.0	0.8
14260.0	60.0	epochs				
14350.0	60.0	epochs	1.0	0.04	135.0	0.8
14441.0	59.0	epochs	1.0	0.04	225.0	0.4
14531.0	60.0	epochs	1.0	0.04	315.0	0.6
14621.0	60.0	epochs	1.0	0.04	135.0	0.6
14712.0	59.0	epochs	1.0	0.04	225.0	0.8
14802.0	60.0	epochs	1.0	0.04	135.0	0.2
14892.0	60.0	epochs	1.0	0.04	90.0	0.2
14983.0	59.0	epochs	1.0	0.04	0.0	0.8
15073.0	59.0	epochs	1.0	0.04	45.0	0.4
15163.0	60.0	epochs	1.0	0.04	315.0	0.8
15253.0	60.0	epochs	1.0	0.04	225.0	0.05
15344.0	59.0	epochs	1.0	0.04	90.0	0.4
15434.0	60.0	epochs	1.0	0.04	135.0	0.8
15524.0	60.0	epochs	1.0	0.04	45.0	0.6
15615.0	59.0	epochs	1.0	0.04	90.0	0.05
15705.0	60.0	epochs	1.0	0.04	180.0	0.4
15795.0	60.0	epochs	1.0	0.04	90.0	0.1
15885.0	60.0	epochs	1.0	0.04	0.0	0.4
15976.0	59.0	epochs	1.0	0.04	90.0	0.4
16066.0	60.0	epochs	1.0	0.04	0.0	0.8
16156.0	60.0	epochs	1.0	0.04	180.0	0.4
16247.0	59.0	epochs	1.0	0.04	45.0	0.8
16337.0	60.0	epochs	1.0	0.04	0.0	0.05
16427.0	60.0	epochs	1.0	0.04	315.0	0.1
16518.0	59.0	epochs	1.0	0.04	90.0	0.05
16608.0	60.0	epochs	1.0	0.04	135.0	0.8
16698.0	60.0	epochs	1.0	0.04	270.0	0.6
16788.0	60.0	epochs	1.0	0.04	0.0	0.4
16879.0	59.0	epochs	1.0	0.04	135.0	0.6
16969.0	60.0	epochs	1.0	0.04	90.0	0.2
17059.0	60.0	epochs	1.0	0.04	90.0	0.05
17150.0	59.0	epochs	1.0	0.04	45.0	0.8
17240.0	60.0	epochs	1.0	0.04	315.0	0.1
17330.0	60.0	epochs	1.0	0.04	180.0	0.1
17421.0	59.0	epochs	1.0	0.04	180.0	0.1
17511.0	60.0	epochs	1.0	0.04	45.0	0.8
17601.0	60.0	epochs	1.0	0.04	225.0	0.2
17691.0	60.0	epochs	1.0	0.04	270.0	0.05
17782.0	59.0	epochs	1.0	0.04	45.0	0.8
17872.0	60.0	epochs	1.0	0.04	315.0	0.05
17962.0	60.0	epochs	1.0	0.04	270.0	0.4
18053.0	59.0	epochs	1.0	0.04	180.0	0.2
18143.0	60.0	epochs	1.0	0.04	45.0	0.05
18233.0	60.0	epochs	1.0	0.04	180.0	0.8
18324.0	59.0	epochs	1.0	0.04	225.0	0.8
18414.0	60.0	epochs	1.0	0.04	90.0	0.2
18504.0	60.0	epochs	1.0	0.04	45.0	0.8
18594.0	60.0	epochs	1.0	0.04	45.0	0.05
18685.0	59.0	epochs	1.0	0.04	90.0	0.6
18775.0	60.0	epochs	1.0	0.04	270.0	0.05
18865.0	60.0	epochs	1.0	0.04	135.0	0.4
18956.0	59.0	epochs	1.0	0.04	0.0	0.8
19046.0	60.0	epochs	1.0	0.04	315.0	0.8
19136.0	60.0	epochs	1.0	0.04	270.0	0.1
19227.0	59.0	epochs	1.0	0.04	225.0	0.6
19317.0	60.0	epochs	1.0	0.04	0.0	0.8
19407.0	60.0	epochs	1.0	0.04	225.0	0.2
19497.0	60.0	epochs	1.0	0.04	180.0	0.6
19588.0	59.0	epochs	1.0	0.04	225.0	0.8
19678.0	60.0	epochs	1.0	0.04	315.0	0.2
19768.0	60.0	epochs	1.0	0.04	270.0	0.05
19859.0	59.0	epochs	1.0	0.04	135.0	0.1
19949.0	60.0	epochs	1.0	0.04	90.0	0.6
20039.0	60.0	epochs	1.0	0.04	315.0	0.8
20129.0	60.0	epochs	1.0	0.04	180.0	0.2
20220.0	59.0	epochs	1.0	0.04	0.0	0.1
20310.0	60.0	epochs	1.0	0.04	225.0	0.6
20400.0	60.0	epochs	1.0	0.04	315.0	0.8
20491.0	59.0	epochs	1.0	0.04	315.0	0.1
20581.0	60.0	epochs	1.0	0.04	45.0	0.6
20671.0	60.0	epochs	1.0	0.04	225.0	0.4
20762.0	59.0	epochs	1.0	0.04	90.0	0.05
20852.0	60.0	epochs	1.0	0.04	45.0	0.05
20942.0	60.0	epochs	1.0	0.04	135.0	0.6
21032.0	60.0	epochs	1.0	0.04	0.0	0.4
21123.0	59.0	epochs	1.0	0.04	270.0	0.6
21213.0	60.0	epochs	1.0	0.04	180.0	0.2
21303.0	60.0	epochs	1.0	0.04	135.0	0.6
21394.0	59.0	epochs	1.0	0.04	270.0	0.05
21484.0	60.0	epochs	1.0	0.04	180.0	0.6
21574.0	60.0	epochs	1.0	0.04	90.0	0.6
21665.0	59.0	epochs	1.0	0.04	0.0	0.4
21755.0	60.0	epochs	1.0	0.04	0.0	0.2
21845.0	60.0	epochs	1.0	0.04	225.0	0.2
21935.0	60.0	epochs	1.0	0.04	90.0	0.6
22026.0	59.0	epochs	1.0	0.04	90.0	0.1
22116.0	60.0	epochs	1.0	0.04	135.0	0.1
22206.0	60.0	epochs	1.0	0.04	45.0	0.8
22297.0	59.0	epochs	1.0	0.04	135.0	0.4
22387.0	60.0	epochs	1.0	0.04	315.0	0.05
22477.0	60.0	epochs	1.0	0.04	270.0	0.05
22568.0	59.0	epochs	1.0	0.04	135.0	0.05
22658.0	60.0	epochs	1.0	0.04	45.0	0.4
22748.0	60.0	epochs	1.0	0.04	315.0	0.2
22838.0	60.0	epochs				
22929.0	59.0	epochs	1.0	0.04	270.0	0.6
23019.0	60.0	epochs	1.0	0.04	90.0	0.8
