onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
435.0	60.0	epochs	1.0	0.04	225.0	0.4
525.0	60.0	epochs	1.0	0.04	225.0	0.05
616.0	60.0	epochs	1.0	0.04	315.0	0.1
706.0	60.0	epochs	1.0	0.04	180.0	0.2
797.0	60.0	epochs	1.0	0.04	270.0	0.05
887.0	60.0	epochs	1.0	0.04	90.0	0.4
978.0	60.0	epochs	1.0	0.04	135.0	0.1
1068.0	60.0	epochs	1.0	0.04	45.0	0.05
1159.0	60.0	epochs	1.0	0.04	0.0	0.2
1250.0	59.0	epochs	1.0	0.04	270.0	0.6
1340.0	60.0	epochs	1.0	0.04	0.0	0.05
1431.0	59.0	epochs	1.0	0.04	135.0	0.6
1521.0	60.0	epochs	1.0	0.04	315.0	0.1
1612.0	59.0	epochs	1.0	0.04	0.0	0.8
1702.0	60.0	epochs	1.0	0.04	0.0	0.4
1793.0	59.0	epochs	1.0	0.04	45.0	0.6
1883.0	60.0	epochs	1.0	0.04	0.0	0.2
1974.0	60.0	epochs	1.0	0.04	180.0	0.4
2064.0	60.0	epochs	1.0	0.04	225.0	0.05
2155.0	60.0	epochs	1.0	0.04	270.0	0.2
2245.0	60.0	epochs	1.0	0.04	270.0	0.6
2336.0	60.0	epochs	1.0	0.04	270.0	0.05
2426.0	60.0	epochs	1.0	0.04	225.0	0.1
2517.0	60.0	epochs	1.0	0.04	180.0	0.6
2607.0	60.0	epochs	1.0	0.04	180.0	0.8
2698.0	60.0	epochs	1.0	0.04	180.0	0.2
2788.0	60.0	epochs	1.0	0.04	270.0	0.4
2879.0	60.0	epochs	1.0	0.04	315.0	0.2
2969.0	60.0	epochs	1.0	0.04	135.0	0.1
3060.0	60.0	epochs	1.0	0.04	315.0	0.8
3150.0	60.0	epochs	1.0	0.04	270.0	0.05
3241.0	60.0	epochs	1.0	0.04	225.0	0.4
3332.0	59.0	epochs	1.0	0.04	135.0	0.8
3422.0	60.0	epochs	1.0	0.04	225.0	0.6
3513.0	59.0	epochs	1.0	0.04	135.0	0.4
3603.0	60.0	epochs	1.0	0.04	0.0	0.05
3694.0	59.0	epochs	1.0	0.04	0.0	0.4
3784.0	60.0	epochs	1.0	0.04	90.0	0.1
3875.0	60.0	epochs	1.0	0.04	270.0	0.8
3965.0	60.0	epochs	1.0	0.04	225.0	0.2
4056.0	60.0	epochs	1.0	0.04	90.0	0.05
4146.0	60.0	epochs	1.0	0.04	225.0	0.1
4237.0	60.0	epochs	1.0	0.04	45.0	0.8
4327.0	60.0	epochs	1.0	0.04	45.0	0.8
4418.0	60.0	epochs	1.0	0.04	180.0	0.1
4508.0	60.0	epochs	1.0	0.04	270.0	0.05
4599.0	60.0	epochs	1.0	0.04	225.0	0.1
4689.0	60.0	epochs	1.0	0.04	315.0	0.4
4780.0	60.0	epochs	1.0	0.04	315.0	0.1
4870.0	60.0	epochs	1.0	0.04	0.0	0.2
4961.0	60.0	epochs	1.0	0.04	45.0	0.05
5051.0	60.0	epochs	1.0	0.04	90.0	0.8
5142.0	60.0	epochs	1.0	0.04	315.0	0.6
5232.0	60.0	epochs	1.0	0.04	45.0	0.1
5323.0	60.0	epochs	1.0	0.04	225.0	0.2
5414.0	59.0	epochs	1.0	0.04	315.0	0.4
5506.0	60.0	epochs	1.0	0.04	0.0	0.05
5597.0	59.0	epochs	1.0	0.04	180.0	0.8
5687.0	60.0	epochs	1.0	0.04	225.0	0.6
5778.0	59.0	epochs	1.0	0.04	270.0	0.1
5868.0	60.0	epochs	1.0	0.04	135.0	0.2
5959.0	60.0	epochs	1.0	0.04	135.0	0.4
6049.0	60.0	epochs	1.0	0.04	315.0	0.2
6140.0	60.0	epochs	1.0	0.04	180.0	0.05
6230.0	60.0	epochs	1.0	0.04	225.0	0.8
6321.0	60.0	epochs	1.0	0.04	90.0	0.05
6411.0	60.0	epochs	1.0	0.04	270.0	0.2
6502.0	60.0	epochs	1.0	0.04	135.0	0.05
6592.0	60.0	epochs	1.0	0.04	270.0	0.1
6683.0	60.0	epochs	1.0	0.04	45.0	0.2
6773.0	60.0	epochs	1.0	0.04	45.0	0.6
6864.0	60.0	epochs	1.0	0.04	270.0	0.05
6954.0	60.0	epochs	1.0	0.04	270.0	0.2
7045.0	60.0	epochs	1.0	0.04	90.0	0.2
7135.0	60.0	epochs				
7226.0	60.0	epochs	1.0	0.04	315.0	0.6
7317.0	59.0	epochs	1.0	0.04	180.0	0.6
7407.0	60.0	epochs	1.0	0.04	225.0	0.1
7498.0	59.0	epochs	1.0	0.04	135.0	0.8
7588.0	60.0	epochs	1.0	0.04	270.0	0.6
7679.0	59.0	epochs	1.0	0.04	225.0	0.2
7769.0	60.0	epochs	1.0	0.04	0.0	0.6
7860.0	59.0	epochs	1.0	0.04	135.0	0.8
7950.0	60.0	epochs	1.0	0.04	225.0	0.2
8041.0	60.0	epochs	1.0	0.04	45.0	0.1
8131.0	60.0	epochs	1.0	0.04	135.0	0.6
8222.0	60.0	epochs	1.0	0.04	45.0	0.4
8312.0	60.0	epochs	1.0	0.04	90.0	0.4
8403.0	60.0	epochs	1.0	0.04	90.0	0.6
8493.0	60.0	epochs	1.0	0.04	45.0	0.4
8584.0	60.0	epochs	1.0	0.04	135.0	0.4
8674.0	60.0	epochs	1.0	0.04	135.0	0.2
8765.0	60.0	epochs	1.0	0.04	90.0	0.1
8855.0	60.0	epochs	1.0	0.04	0.0	0.8
8946.0	60.0	epochs	1.0	0.04	90.0	0.1
9036.0	60.0	epochs	1.0	0.04	90.0	0.05
9127.0	60.0	epochs	1.0	0.04	135.0	0.2
9217.0	60.0	epochs	1.0	0.04	315.0	0.05
9308.0	60.0	epochs	1.0	0.04	0.0	0.8
9399.0	59.0	epochs	1.0	0.04	180.0	0.1
9489.0	60.0	epochs	1.0	0.04	0.0	0.1
9580.0	59.0	epochs	1.0	0.04	90.0	0.6
