onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
444.0	60.0	epochs	1.0	0.04	135.0	0.4
535.0	59.0	epochs	1.0	0.04	315.0	0.4
625.0	60.0	epochs	1.0	0.04	180.0	0.8
715.0	60.0	epochs	1.0	0.04	315.0	0.05
806.0	59.0	epochs	1.0	0.04	135.0	0.4
896.0	60.0	epochs	1.0	0.04	270.0	0.2
986.0	60.0	epochs	1.0	0.04	135.0	0.05
1077.0	59.0	epochs	1.0	0.04	315.0	0.6
1167.0	60.0	epochs	1.0	0.04	90.0	0.4
1257.0	60.0	epochs	1.0	0.04	270.0	0.6
1348.0	59.0	epochs	1.0	0.04	270.0	0.4
1438.0	60.0	epochs	1.0	0.04	180.0	0.4
1528.0	60.0	epochs	1.0	0.04	135.0	0.8
1619.0	59.0	epochs	1.0	0.04	315.0	0.4
1709.0	60.0	epochs	1.0	0.04	135.0	0.1
1799.0	60.0	epochs	1.0	0.04	180.0	0.05
1890.0	59.0	epochs	1.0	0.04	270.0	0.4
1980.0	60.0	epochs	1.0	0.04	225.0	0.4
2070.0	60.0	epochs	1.0	0.04	45.0	0.4
2161.0	59.0	epochs	1.0	0.04	270.0	0.1
2251.0	60.0	epochs	1.0	0.04	0.0	0.8
2341.0	60.0	epochs	1.0	0.04	180.0	0.05
2431.0	60.0	epochs	1.0	0.04	135.0	0.6
2522.0	60.0	epochs	1.0	0.04	180.0	0.2
2612.0	60.0	epochs				
2702.0	60.0	epochs	1.0	0.04	180.0	0.4
2793.0	59.0	epochs	1.0	0.04	90.0	0.6
2883.0	60.0	epochs	1.0	0.04	0.0	0.05
2973.0	60.0	epochs	1.0	0.04	135.0	0.05
3064.0	59.0	epochs	1.0	0.04	45.0	0.6
3154.0	60.0	epochs	1.0	0.04	90.0	0.6
3244.0	60.0	epochs	1.0	0.04	225.0	0.1
3335.0	59.0	epochs	1.0	0.04	225.0	0.8
3425.0	60.0	epochs	1.0	0.04	45.0	0.4
3515.0	60.0	epochs	1.0	0.04	225.0	0.1
3606.0	59.0	epochs	1.0	0.04	315.0	0.05
3696.0	60.0	epochs	1.0	0.04	315.0	0.6
3786.0	60.0	epochs	1.0	0.04	90.0	0.6
3877.0	59.0	epochs	1.0	0.04	315.0	0.2
3967.0	60.0	epochs	1.0	0.04	135.0	0.4
4057.0	60.0	epochs	1.0	0.04	225.0	0.05
4148.0	59.0	epochs	1.0	0.04	225.0	0.6
4238.0	60.0	epochs	1.0	0.04	0.0	0.2
4328.0	60.0	epochs	1.0	0.04	225.0	0.05
4419.0	59.0	epochs	1.0	0.04	45.0	0.8
4509.0	60.0	epochs	1.0	0.04	45.0	0.2
4599.0	60.0	epochs	1.0	0.04	135.0	0.2
4690.0	59.0	epochs	1.0	0.04	315.0	0.4
4780.0	60.0	epochs	1.0	0.04	180.0	0.8
4870.0	60.0	epochs	1.0	0.04	225.0	0.2
4961.0	59.0	epochs	1.0	0.04	45.0	0.05
5051.0	60.0	epochs	1.0	0.04	315.0	0.05
5141.0	60.0	epochs	1.0	0.04	225.0	0.4
5231.0	60.0	epochs	1.0	0.04	270.0	0.2
5322.0	60.0	epochs	1.0	0.04	90.0	0.8
